title,abstract,content,time
"Khu du lịch sinh thái xây dựng chui, Sóc Trăng quyết xử lý nghiêm","TTO - Ngoài kiểm tra việc xây dựng công trình không đúng quy định của Công ty TNHH phát triển đầu tư Kim Loan Quê Tôi, chủ tịch UBND tỉnh Sóc Trăng còn yêu cầu xử lý trách nhiệm cá nhân, cơ quan chức năng.","Chiều tối 18-3, nguồn tin Tuổi Trẻ Online cho biết Chủ tịch UBND tỉnh Sóc Trăng Trần Văn Lâu đã ký văn bản yêu cầu Sở Xây dựng chủ trì, phối hợp UBND TP Sóc Trăng rà soát, xác minh, kiểm tra việc xây dựng công trình không đúng quy định của Công ty TNHH phát triển đầu tư Kim Loan Quê Tôi tại phường 10, TP Sóc Trăng.Nội dung công văn cũng yêu cầu xử lý nghiêm cá nhân, tổ chức vi phạm trật tự xây dựng theo quy định.Đặc biệt, xử lý trách nhiệm cá nhân, cơ quan chức năng có liên quan để xảy ra tình trạng xây dựng không đúng quy định, báo cáo chủ tịch UBND tỉnh kết quả xử lý trong tháng 4-2021.Ông Nguyễn Văn Quận - bí thư, chủ tịch UBND TP Sóc Trăng - cho biết đã làm việc với Sở Xây dựng để xem xét xử phạt vi phạm hành chính Công ty TNHH phát triển đầu tư Kim Loan Quê Tôi. Đồng thời yêu cầu chủ tịch UBND phường 10 bố trí lực lượng đình chỉ mọi hoạt động xây dựng các công trình vi phạm của đơn vị này.""Riêng về trách nhiệm của cá nhân, cơ quan chức năng có liên quan để xảy ra tình trạng xây dựng không đúng quy định, UBND TP sẽ kiểm điểm, xem xét trách nhiệm, xử lý nghiêm"" - ông Quận cho biết.Những ngày qua, dư luận tại Sóc Trăng xôn xao việc khu liên hợp vui chơi, giải trí sinh thái rộng khoảng 1ha của Công ty TNHH phát triển đầu tư Kim Loan Quê Tôi ngang nhiên xây dựng nhiều hạng mục không phép và xây trên đất chưa chuyển mục đích sử dụng. Hành vi sai phạm này đã bị cơ quan chức năng nhắc nhở và xử phạt trước đó nhưng vẫn tái phạm.",18/03/2021 18:59 GMT+7
Trường ĐH Công nghiệp Hà Nội tiêu hủy giáo trình có bản đồ 'đường lưỡi bò',TTO - 109 cuốn giáo trình ngành ngôn ngữ Trung Quốc bị thu hồi để tiêu hủy do Nhà xuất bản Đại Học Ngôn Ngữ Bắc Kinh xuất bản năm 2016.,"Cuốn giáo trình bị tiêu hủy có in hình bản đồ ""đường lưỡi bò"" ở trang 70. Ngay sau khi xác minh thông tin này, trường đã thu hồi toàn bộ 109 cuốn giáo trình ngành ngôn ngữ Trung Quốc đang sử dụng để niêm phong và tiêu hủy.Giáo trình có bản đồ ""đường lưỡi bò"" có tên Advanced Listening Course, Developing Chinese do Nhà xuất bản Đại Học Ngôn Ngữ Bắc Kinh xuất bản năm 2016.Lãnh đạo Trường ĐH Công nghiệp Hà Nội cho biết cuốn sách được giảng viên bộ môn ngôn ngữ Trung Quốc giới thiệu để lựa chọn làm giáo trình cho môn học kỹ năng nghe tiếng Trung Quốc vào tháng 12-2019.Tuy nhiên, quá trình thực hiện các quy định, thủ tục quy trình tại bộ môn ngôn ngữ Trung Quốc, khoa ngoại ngữ chưa nghiêm túc, dẫn đến có sai sót như báo chí phản ánh.Trưởng bộ môn ngôn ngữ Trung Quốc, trưởng khoa ngoại ngữ đã nhận trách nhiệm và làm bản tường trình, kiểm điểm trách nhiệm gửi hiệu trưởng. Nhà trường sẽ tổ chức họp các hội đồng chuyên môn để xem xét, đề xuất hình thức xử lý nghiêm khắc các cá nhân, đơn vị liên quan theo quy định.",18/03/2021 18:49 GMT+7
Công an TP.HCM triển khai 2 xe lưu động làm căn cước công dân,"TTO - Chiều 18-3, Công an TP.HCM ra mắt hai xe lưu động làm thẻ căn cước công dân gắn chip cho người dân, bố trí ở trụ sở Công an xã Vĩnh Lộc B, huyện Bình Chánh và UBND phường Linh Xuân, TP Thủ Đức.","Chiều 18-3, Công an TP.HCM tổ chức buổi cung cấp thông tin về công tác triển khai thực hiện ""Dự án cơ sở dữ liệu quốc gia về dân cư"" và ""Dự án sản xuất, cấp và quản lý căn cước công dân (CCCD)"".Theo Công an TP.HCM, hiện có 91 trạm thu nhận hồ sơ cấp CCCD gắn chip, sắp tới Cục Cảnh sát quản lý hành chính về trật tự xã hội (C06) Bộ Công an sẽ tiếp tục cấp phát thêm 80 trạm thu nhận hồ sơ cấp CCCD.Ngoài ra, để tăng cường hỗ trợ công an cơ sở tổ chức cấp CCCD lưu động tại địa bàn dân cư, Công an TP đã trang bị hai xe chuyên dụng (30 chỗ ngồi) cấp CCCD lưu động, phân công và bố trí đầy đủ cán bộ, chiến sĩ và trang thiết bị để thực hiện.Hai xe bắt đầu hoạt động từ 17h ngày 18-3 và được bố trí chạy tới trụ sở Công an xã Vĩnh Lộc B và UBND phường Linh Xuân nhận thủ tục làm CCCD cho người dân. Thời gian hoạt động từ 7h đến 22h tất cả các ngày trong tuần, kể cả thứ bảy, chủ nhật và ngày lễ. Tùy đặc thù địa bàn, các đơn vị sẽ chủ động linh hoạt thời gian có thể từ 6h đến 23, 24h để đảm bảo phục vụ công dân.Bên cạnh lực lượng cảnh sát quản lý hành chính về trật tự xã hội là lực lượng nòng cốt, Công an TP đã huy động tối đa các lực lượng khác thuộc Công an TP để triển khai với 3.464 cán bộ chiến sĩ nhằm thực hiện chiến dịch cấp CCCD, 5.538 cán bộ chiến sĩ thực hiện dự án cơ sở dữ liệu quốc gia về dân cư...Công an TP cũng giao chỉ tiêu cấp phát cho từng đơn vị trên từng trạm thu nhận phải đạt ít nhất 300 hồ sơ/trạm thu nhận/ngày có 3 ca.",18/03/2021 18:47 GMT+7
Lee Nguyễn nói gì sau bàn thắng đầu tiên tại V-League 2021?,"TTO - Lee Nguyễn đã ghi bàn giúp CLB TP.HCM hạ gục Sài Gòn 1-0. Sau trận đấu, tiền vệ gốc Việt chia sẻ với Tuổi Trẻ Online về cảm xúc khi có bàn thắng đầu tiên tại V-League 2021.","Tối 19-3, CLB TP.HCM đánh bại Sài Gòn 1-0 trên sân Thống Nhất ở khuôn khổ vòng 4 giai đoạn 1 V-League 2021. Bàn thắng duy nhất của trận đấu do Lee Nguyễn ghi từ chấm penalty.Chia sẻ với Tuổi Trẻ Online sau trận đấu, Lee Nguyễn nói: ""Đây là một trận đấu hay. Chúng tôi đã kiểm soát bóng phần lớn trận đấu. Mối nguy hiểm duy nhất của CLB Sài Gòn là những tình huống cố định và những quả tạt. Cầu thủ xuất sắc nhất trận là thủ môn Thanh Thắng. Anh ấy đã từ chối nhiều cơ hội ghi bàn của đối phương và nhờ đó chúng tôi có 3 điểm"".Khi được hỏi về bàn thắng đầu tiên tại V-League 2021, sau tròn 10 năm trở lại với bóng đá Việt Nam, Lee Nguyễn đáp gọn: ""Tôi vui vì có bàn thắng đầu tiên và làm được điều đó trước người hâm mộ"".",19/03/2021 23:11 GMT+7
Khoa chính trị - hành chính ĐH Quốc gia TP.HCM tuyển sinh khóa đầu tiên,TTO - Khoa chính trị - hành chính trực thuộc ĐH Quốc gia TP.HCM lần đầu tiên tuyển sinh bậc đại học trong mùa tuyển sinh năm nay.,"Tối 19-3, ĐH Quốc gia TP.HCM đã công bố quyết định của giám đốc ĐH Quốc gia TP.HCM về việc mở ngành đào tạo quản lý công, trình độ đại học của Khoa chính trị - hành chính.Ngành quản lý công bậc đại học có mã ngành 7340403. Chỉ tiêu tuyển sinh hằng năm thuộc tổng chỉ tiêu tuyển sinh hệ đại học chính quy do Khoa chính trị - hành chính đề xuất xác định trên cơ sở các điều kiện đảm bảo chất lượng được ĐH Quốc gia TP.HCM xác nhận.Thời điểm đào tạo được áp dụng từ khóa tuyển sinh năm 2021. Sau khóa tuyển sinh đầu tiên, khoa tổ chức tổng kết, đánh giá về điều kiện đội ngũ giảng viên, cơ sở vật chất, tổ chức đào tạo của ngành quản lý công và báo cáo ĐH Quốc gia TP.HCM.Khoa chính trị - hành chính là đơn vị trực thuộc ĐH Quốc gia TP.HCM, theo quyết định số 212/QĐ-ĐHQG ngày 12-3-2019 của giám đốc ĐH Quốc gia TP.HCM dựa trên sự nâng cấp Trung tâm lý luận chính trị.Trước đó, ngày 16-6-2020, khoa đã tổ chức họp hội đồng khoa học và đào tạo nhằm đóng góp ý kiến, nhận xét, đánh giá hồ sơ đề án mở ngành quản lý công trình độ đại học.Tại buổi làm việc, các thành viên hội đồng thống nhất thông qua đề án mở ngành quản lý công trình độ đại học cấp khoa sau khi chỉnh sửa, bổ sung, hoàn thiện đề án và đã thông qua hội đồng thẩm định đề án cấp ĐH Quốc gia.Theo lãnh đạo ĐH Quốc gia TP.HCM, việc mở mã ngành đào tạo quản lý công tiếp tục khẳng định sự phong phú, tính đa dạng trong việc đào tạo nguồn nhân lực đa ngành, đa lĩnh vực, phát huy sức mạnh hệ thống và trách nhiệm của ĐH Quốc gia TP.HCM đối với xã hội.",19/03/2021 23:00 GMT+7
Tốn trăm triệu tiền ngân sách mời 'thần y' Võ Hoàng Yên về Quảng Ngãi chữa bệnh,"TTO - Lãnh đạo Sở Y tế Quảng Ngãi nói rằng sở lúc đầu không đồng ý để 'thần y' Võ Hoàng Yên về khám chữa bệnh, nhưng sau đó, chính quyền huyện Bình Sơn mời nên đồng ý.","Tối 19-3, Sở Y tế Quảng Ngãi phối hợp với các ngành, địa phương công bố kết quả điều tra, xác minh vụ việc ông Võ Hoàng Yên khám, chữa bệnh tại huyện Bình Sơn vào tháng 7-2020.  Theo đó, ông Lê Báy, phó giám đốc Sở Y tế Quảng Ngãi, cho biết đầu tháng 2-2020, huyện Bình Sơn gửi văn bản đề nghị Sở Y tế cấp phép cho đoàn khám chữa bệnh của ông Võ Hoàng Yên tại huyện Bình Sơn. Sau khi xem xét hồ sơ, thấy việc cấp phép không trái quy định hiện hành nên sở cấp phép khám chữa bệnh.  Cũng theo ông Báy, trước khi đồng ý cấp phép, Sở Y tế đã tìm hiểu về ""thần y"" Võ Hoàng Yên. Đầu tiên, sở không ủng hộ việc khám chữa bệnh. Tuy nhiên, vụ việc do huyện Bình Sơn đứng ra tổ chức, mời ông Yên về khám miễn phí cho người dân nên sở đã đồng ý, vì thấy thời điểm đó ông Yên cùng cộng sự có đầy đủ giấy phép.  ""Chúng tôi không tin với cách khám vỗ tai, ấn ấn, bóp bóp… mà đoàn ông Võ Hoàng Yên có thể chữa được những bệnh câm, điếc bẩm sinh. Thế nhưng, UBND huyện Bình Sơn đứng ra tổ chức, mời ông Yên về khám miễn phí cho người dân nghèo. Họ lại đầy đủ giấy phép, chúng tôi buộc phải cấp phép cho họ"", ông Báy chia sẻ.  Trong khi đó, ông Phạm Quang Sư, phó chủ tịch UBND huyện Bình Sơn, cho rằng với mong muốn bà con nghèo mắc bệnh nan y được thầy giỏi khám, chữa bệnh miễn phí, huyện đã mời đoàn ông Võ Hoàng Yên về khám, chữa bệnh cho bà con. Sau vụ việc ông Yên bị phanh phui, huyện Bình Sơn đã yêu cầu các xã, thị trấn trong huyện xác minh, báo cáo kết quả khám chữa bệnh của ông Yên vào tháng 7-2020 cho 776 người trên địa bàn huyện bị các bệnh câm, điếc bẩm sinh, bại não, bại liệt, teo cơ… Qua xác minh, không có ai bớt bệnh.  Đại tá Võ Văn Dương, phó giám đốc Công an tỉnh Quảng Ngãi, cho biết đơn vị đã phối hợp với Công an huyện Bình Sơn đi kiểm tra ngẫu nhiên 17 trường hợp được ông Võ Hoàng Yên khám, chữa trị và tất cả các trường hợp này đều không có tiến triển về bệnh tình. Việc khám chữa bệnh của ông Yên là phản khoa học.  Đại tá Dương cho biết thêm, dù người dân được khám, chữa bệnh miễn phí nhưng để mời được ông Yên cùng cộng sự về khám, chữa bệnh, UBND huyện Bình Sơn đã phải tốn hơn 200 triệu đồng tiền ngân sách vào hoạt động này.  ""Có trường hợp bị ông Yên bóp cuống họng mạnh quá về bị sưng, đau nặng thêm… Qua điều tra, xác minh, chúng tôi thấy phương pháp chữa bệnh của ông Võ Hoàng Yên và cộng sự có nhiều vấn đề, phản khoa học và có dấu hiệu lừa đảo. Vụ việc đang gây mất niềm tin của người dân với chính quyền địa phương"", ông Dương nói.",19/03/2021 22:59 GMT+7
"Làm giả giấy tờ, lừa chiếm đoạt hơn 70 chiếc ôtô","TTO - Hoàng Tiến Việt cùng vợ và 3 đồng phạm làm giả giấy tờ, tài liệu của cơ quan nhà nước, lừa đảo chiếm đoạt hơn 70 chiếc ôtô, thu lời bất chính khoảng 40 tỉ đồng.","Tối 19-3, Công an tỉnh Bắc Ninh cho biết đã khởi tố vụ án, ra quyết định tạm giữ hình sự đối với Hoàng Tiến Việt (32 tuổi), Chu Thúy Hằng (31 tuổi) và Nguyễn Hoàng Minh (21 tuổi, cùng ở huyện Thuận Thành, tỉnh Bắc Ninh) về hành vi làm giả giấy tờ, tài liệu của cơ quan nhà nước để lừa đảo chiếm đoạt tài sản.Theo điều tra,  Việt, Hằng và Minh bàn nhau làm giả giấy tờ để chiếm đoạt tài sản. Theo đó, vợ chồng Việt, Hằng thuê ôtô của người dân trên địa bàn tỉnh Bắc Ninh, thành phố Hà Nội và một số tỉnh thành lân cận. Việt dùng phần mềm chỉnh sửa, cắt ghép, làm giả CMND và sổ hộ khẩu của chủ sở hữu xe rồi thuê người làm giả giấy tờ đăng ký các ôtô đã thuê.Việt soạn hợp đồng chuyển nhượng ôtô của chủ xe cho thuê sang cho Hằng, Minh và giả chữ ký, dấu vân tay của chủ xe.Với tất cả số giấy tờ giả trên, tính từ cuối năm 2020 đến nay, các nghi phạm đã cầm cố, bán hơn 70 chiếc ôtô các loại, thu lời bất chính khoảng 40 tỉ đồng. Hiện Công an tỉnh Bắc Ninh đã thu giữ 71 ôtô, 104 bộ hồ sơ liên quan đến việc làm giả giấy tờ để thực hiện hành vi lừa đảo chiếm đoạt tài sản.Mở rộng đấu tranh, rạng sáng ngày 19-3, Công an tỉnh Bắc Ninh bắt khẩn cấp hai anh em ruột là Đinh Văn Tâm (30 tuổi), Đinh Văn Dương (28 tuổi, cùng ở huyện Kim Sơn, tỉnh Ninh Bình) về hành vi làm giả giấy tờ, tài liệu của cơ quan tổ chức. Quá trình khám xét phòng trọ của Tâm và Dương ở Cổ Nhuế, Hà Nội, cơ quan công an thu giữ hàng trăm giấy tờ giả các loại và nhiều tang vật liên quan.Công an tỉnh Bắc Ninh khuyến cáo các tổ chức, cá nhân đã cho nhóm nghi phạm trên thuê xe ôtô liên hệ ngay Phòng cảnh sát hình sự Công an tỉnh Bắc Ninh để điều tra, xác minh.",19/03/2021 22:43 GMT+7
Các nước thận trọng khi cho tiêm lại vắc xin AstraZeneca,"TTO - Pháp cho biết chỉ tiêm vắc xin ngừa COVID-19 của AstraZeneca cho người trên 55 tuổi, còn Ý cho người dân quyền từ chối tiêm vắc xin của hãng này.","Hãng tin AFP ngày 19-3 đưa tin Thủ tướng Pháp Jean Castex, 55 tuổi, đã tiêm vắc xin AstraZeneca trong ngày, theo giờ địa phương,  để trấn an người dân. Pháp cùng với Đức, Ý tuyên bố sẽ sử dụng lại vắc xin của hãng này sau nhiều ngày tạm dừng do lo ngại xảy ra tình trạng đông máu sau khi tiêm.  Bulgaria, Cyprus, Latvia, Lithuania, Hà Lan, Bồ Đào Nha, Slovenia và Tây Ban Nha cũng cho tiêm ngừa vắc xin AstraZeneca trở lại. Châu Á có Indonesia tuyên bố sử dụng lại vắc xin của hãng này sau khi xác định lợi nhiều hơn hại.  Tuy nhiên, Pháp cho biết sẽ chỉ tiêm vắc xin này cho người trên 55 tuổi. Quan chức y tế Pháp Dominique Le Guludec cho biết các trường hợp xảy ra đông máu sau khi tiêm vắc xin AstraZeneca rất hiếm nhưng cũng rất nguy hiểm. Do đó, trong thời gian chờ đợi thêm thông tin, Pháp sẽ chỉ tiêm cho người dưới 55 tuổi vắc xin của Pfizer, Moderna và Johnson & Johnson.  Bộ trưởng Y tế Đức nói dù sử dụng trở lại, nước này sẽ cung cấp vắc xin AstraZeneca cho các bác sĩ và người dân nắm rõ thông tin. Quan chức y tế Ý Franco Locatelli nói rằng những người được gọi đi tiêm vắc xin AstraZeneca nếu từ chối sẽ được cung cấp loại vắc xin khác.  Ngược lại, Phần Lan ngày 19-3 tuyên bố ngừng sử dụng vắc xin của AstraZeneca, còn Đan Mạch và Thụy Điển nói cần thêm thời gian để cân nhắc sự an toàn của vắc xin này.  Cơ quan Dược phẩm châu Âu (EMA) ngày 18-3 tuyên bố vắc xin COVID-19 của hãng dược AstraZeneca an toàn và hiệu quả, mở ra hi vọng cho phép hàng chục quốc gia tiếp tục sử dụng vắc xin AstraZeneca.Theo Tổ chức Y tế thế giới (WHO) ngày 18-3, tỉ lệ tiêm chủng tại châu Âu hiện vẫn còn quá thấp để có thể kìm hãm được đại dịch. WHO ghi nhận các ca nhiễm mới tại châu lục này đã tăng liên tiếp suốt ba tuần. Số người tử vong vì COVID-19 tại châu Âu trong năm 2021 cũng được cho là đã tăng cao hơn năm ngoái. ",19/03/2021 22:23 GMT+7
Một sinh viên Việt Nam tham gia cứu 2 em nhỏ Nga rơi xuống sông do băng vỡ,"TTO - Ngày 18-3, thay mặt thống đốc tỉnh Pskov (Nga), ông Mikhail Vedernikov - lãnh đạo Văn phòng hành chính khu vực tỉnh Pskov - đã trao thư cảm ơn Hoàng Phi Hùng, sinh viên khoa y Đại học Tổng hợp quốc gia Pskov, vì nỗ lực giải cứu 2 em nhỏ Nga.","Hoàng Phi Hùng cùng một công dân Nga đã tham gia ﻿giải﻿ cứu 2 em nhỏ rơi xuống sông Velikaya.Sự việc diễn ra ngày 15-3, khi hai bé trai 10 và 11 tuổi đi trên bờ sông Velikaya và rơi xuống nước do lớp băng mỏng bị vỡ. Nhiều người qua đường khác, trong đó có Hoàng Phi Hùng, đã nhanh chóng tham gia giải cứu hai cháu bé. Bằng hiểu biết của mình, Hoàng Phi Hùng đã nỗ lực giữ thân nhiệt của các em không bị giảm sau khi được đưa lên bờ, qua đó giúp đảm bảo tính mạng của các em.  Trước đó, Thống đốc Mikhail Vedernikov đã trao thư cảm ơn của chính quyền tỉnh Pskov tới anh Andrey Strugin, người đầu tiên đã phát hiện hai trẻ rơi xuống nước và kịp thời tới cứu giúp.",19/03/2021 21:48 GMT+7
Trung Quốc cấm xe Tesla trong các khu quân sự,TTO - Lệnh cấm xuất phát từ lo ngại máy quay gắn trong các Tesla thu thập thông tin nhạy cảm mà Bắc Kinh không thể kiểm soát.,"Hãng tin Bloomberg ngày 19-3 dẫn một số nguồn tin cho hay thông báo của quân đội Trung Quốc cho rằng các máy quay đa hướng và cảm biến siêu âm trên những chiếc xe Tesla có thể làm lộ địa điểm, và việc cấm xe của hãng này nhằm đảm bảo an toàn thông tin quân sự.  Theo đó, từ tuần này, tất cả người sử dụng xe Tesla bị yêu cầu đậu xe bên ngoài các khu phức hợp quân đội.  Cùng lúc, Wall Street Journal cũng đưa tin Chính phủ Trung Quốc cấm sử dụng xe Tesla tại các khu nhà công, quân sự tại những khu công nghiệp nhạy cảm và các cơ quan quan trọng, với lo ngại có thể làm rò rỉ an ninh quốc gia.  Theo các quan chức Trung Quốc, nước này đã đánh giá an ninh đối với xe của Tesla và phát hiện cảm biến trên xe ghi lại hình ảnh các địa điểm lân cận. Tesla cũng có thể tiếp cận các thông tin như thời điểm và địa điểm sử dụng xe cũng như thông tin cá nhân của tài xế, các số điện thoại được lưu trên xe. Bắc Kinh lo ngại những dữ liệu này có thể được gửi về Mỹ.  Các dòng xe của Tesla sử dụng nhiều máy quay gắn quanh xe để hỗ trợ việc đậu xe và chức năng tự lái. Một số dòng có gắn thêm cả máy quay trên kính chiếu hậu để xác định liệu người dùng có đang nhìn đường hay không.  Một số nguồn tin cho biết Trung Quốc cũng lo ngại với chương trình thử nghiệm tính năng tự lái hoàn toàn của Tesla. Đầu tháng 3-2021, tỉ phú Elon Musk, ông chủ của Tesla, thông báo chương trình đã mở rộng ra trên 2.000 chủ xe.  Bản thân Tesla cũng vướng vào một số rắc rối gây mất lòng chính quyền Trung Quốc thời gian qua. Công ty này đã bị điều tra tại Trung Quốc liên quan đến nhiều vấn đề về chất lượng, an toàn của xe và mới đây phải xin lỗi sau khi một nhân viên tố mạng lưới điện quốc gia Trung Quốc làm hỏng xe Tesla.  Trước đó, Tesla đã nhận được nhiều sự ủng hộ của Chính phủ Trung Quốc trong việc xây dựng nhà máy sản xuất gần Thượng Hải. Công ty này cũng coi Trung Quốc, thị trường xe điện lớn nhất thế giới hiện nay, là một phần quan trọng trong kế hoạch phát triển. ",19/03/2021 21:21 GMT+7
TP.HCM: Thêm 8.000 nhân viên chống dịch sắp tiêm vắc xin COVID-19,TTO - Chiến dịch tiêm chủng vắc xin COVID-19 đợt 1 cho 8.000 nhân viên chống dịch tại TP.HCM dự kiến diễn ra từ ngày 22-3 đến 19-4.,"Trao đổi với Tuổi Trẻ Online tối 19-3, ông Nguyễn Trí Dũng - giám đốc Trung tâm Kiểm soát bệnh tật TP.HCM (HCDC) - cho biết đơn vị đã tiếp nhận vắc xin COVID-19 của AstraZeneca để triển khai chiến dịch tiêm chủng COVID-19 đợt 1 cho 8.000 nhân viên chống dịch tại thành phố. Dự kiến chiến dịch tiêm chủng đợt 1 sẽ diễn ra từ ngày 22-3 và hoàn thành trước ngày 19-4, với mục tiêu 95% nhân viên tham gia chống dịch COVID-19 tại thành phố được tiêm và phải đảm bảo an toàn, hiệu quả khi sử dụng vắc xin phòng COVID-19.Hiện các liều vắc xin COVID-19 đang bảo quản ở kho lạnh của HCDC theo đúng quy định. Kho lạnh này đạt chuẩn GSP, có hệ thống theo dõi nhiệt độ bảo quản liên tục 24/24 giờ, được hệ thống máy chủ ghi nhận liên tục và báo động ngay khi nhiệt độ vượt ra khỏi giới hạn cho phép để nhân viên trực xử lý lập tức.Trước đó, trong hai ngày 17 và 18-3, HCDC đã tổ chức 2 lớp tập huấn triển khai ""Tiêm chủng vắc xin phòng COVID-19"" dành cho các đơn vị đủ điều kiện tiêm chủng gồm: 11 bệnh viện thành phố, 3 bệnh viện đa khoa khu vực, 20 bệnh viện quận huyện, trung tâm tiêm chủng VNVC, trung tâm y tế quận huyện và phòng khám đa khoa, chuyên khoa.Lớp tập huấn nhằm hướng dẫn, cập nhật thông tin để giúp các đơn vị chuẩn bị cũng như thực hiện đúng các quy định đảm bảo an toàn trong chiến dịch tiêm chủng vắc xin COVID-19 tại thành phố.Đến chiều 18-3, cả nước có thêm 3.492 người được tiêm chủng vắc xin COVID-19, nâng tổng số người đã được tiêm vắc xin phòng COVID-19 lên 27.546 người (tính từ ngày 8-3). Tại TP.HCM đến nay đã có hai đơn vị triển khai tiêm vắc xin COVID-19 là Bệnh viện Bệnh nhiệt đới và Bệnh viện Quân y 175, với tổng số nhân viên y tế được tiêm gần 3.000 người. Riêng tại Bệnh viện Bệnh nhiệt đới ghi nhận 3 trường hợp phản vệ độ 2 sau tiêm vắc xin phòng COVID-19. Tất cả đều được điều trị kịp thời, diễn tiến ổn định, xuất viện sau 24 giờ.Lô vắc xin COVID-19 do Hãng dược AstraZeneca sản xuất về Việt Nam ngày 24-2 với 117.600 liều, chia cho 14 trung tâm kiểm soát bệnh tật và 21 bệnh viện điều trị bệnh nhân COVID-19 trên cả nước. Theo tin từ Chương trình tiêm chủng mở rộng quốc gia, dự kiến trong hai tháng 3 và 4 này Việt Nam sẽ tiếp nhận 5,657 triệu liều vắc xin phòng COVID-19 của AstraZeneca.",19/03/2021 21:11 GMT+7
"Bệnh viện Phụ nữ Đà Nẵng dừng tiếp nhận người bệnh, chờ bàn giao","TTO - Từ 17h ngày 19-3, Bệnh viện Phụ nữ Đà Nẵng dừng hoạt động khám, chữa bệnh để hoàn tất các thủ tục giải thể, nghĩa vụ thuế để bàn giao và trở thành cơ sở 2 của Bệnh viện Phụ sản - nhi Đà Nẵng.","Ngày 19-3, bác sĩ Võ Xuân Phúc, giám đốc Bệnh viện Phụ nữ Đà Nẵng, cho biết thông tin trên. Mọi liên hệ cần thiết, bệnh nhân có thể liên lạc qua số điện thoại 0918.922522.  Trước đó, UBND TP Đà Nẵng đã ban hành quyết định về việc chuyển đổi mô hình hoạt động của Bệnh viện Phụ nữ. UBND TP thống nhất phương án tổ chức hoạt động cơ sở 2 của Bệnh viện Phụ sản - nhi Đà Nẵng trên cơ sở tiếp nhận Bệnh viện Phụ nữ Đà Nẵng theo đề xuất của Sở Y tế.  Sở Y tế TP Đà Nẵng cũng đã có quyết định triển khai chuyển đổi mô hình tổ chức hoạt động của Bệnh viện Phụ nữ Đà Nẵng.  Theo đó, đề nghị các sở, ngành liên quan cùng với Hội Bảo trợ phụ nữ và trẻ em nghèo bất hạnh TP chủ trì, phối hợp với các cơ quan liên quan thực hiện thủ tục giải thể Công ty TNHH MTV Bệnh viện Phụ nữ và xử lý các vấn đề về quyền sở hữu đối với nhà, đất theo quy định. Ngoài ra, xem xét giải quyết các chính sách về nhân sự, trợ cấp theo luật định đối với nhân lực tại Bệnh viện Phụ nữ Đà Nẵng trước khi tiến hành các thủ tục bàn giao, tiếp nhận sang Bệnh viện Phụ sản - nhi Đà Nẵng.  Bệnh viện Phụ nữ Đà Nẵng có trụ sở tại 26C Chu Văn An (quận Hải Châu), là bệnh viện ngoài công lập hoạt động theo Luật doanh nghiệp với quy mô 50 giường, do Hội Bảo trợ phụ nữ và trẻ em nghèo bất hạnh TP làm chủ sở hữu.",19/03/2021 21:09 GMT+7
